b'Rank',b'Film',b'Release Date',b'Screens',b'Nett Gross'
b'1',b'\n\n\n\nMission Kashmir\n\n\n',b'',b'Mission Kashmir',b'27 Oct 2000',b'400',"b'4,86,00,000'"
b'',b'Mission Kashmir'
b'2',b'\n\n\n\nRefugee\n\n\n',b'',b'Refugee',b'30 Jun 2000',b'325',"b'4,52,00,000'"
b'',b'Refugee'
b'3',b'\n\n\n\nDulhan Hum Le Jayenge\n\n\n',b'',b'Dulhan Hum Le Jayenge',b'24 Mar 2000',b'300',"b'3,83,00,000'"
b'',b'Dulhan Hum Le Jayenge'
b'4',b'\n\n\n\nJosh\n\n\n',b'',b'Josh',b'9 Jun 2000',b'300',"b'3,71,00,000'"
b'',b'Josh'
b'5',b'\n\n\n\nFiza\n\n\n',b'',b'Fiza',b'8 Sep 2000',b'275',"b'3,68,00,000'"
b'',b'Fiza'
b'6',b'\n\n\n\nMela\n\n\n',b'',b'Mela',b'7 Jan 2000',b'320',"b'3,62,00,000'"
b'',b'Mela'
b'7',b'\n\n\n\nMohabbatein\n\n\n',b'',b'Mohabbatein',b'27 Oct 2000',b'315',"b'3,54,00,000'"
b'',b'Mohabbatein'
b'8',b'\n\n\n\nBadal\n\n\n',b'',b'Badal',b'11 Feb 2000',b'310',"b'3,38,00,000'"
b'',b'Badal'
b'9',b'\n\n\n\nHar Dil Jo Pyar Karega\n\n\n',b'',b'Har Dil Jo Pyar Karega',b'4 Aug 2000',b'375',"b'3,36,00,000'"
b'',b'Har Dil Jo Pyar Karega'
b'10',b'\n\n\n\nChal Mere Bhai\n\n\n',b'',b'Chal Mere Bhai',b'5 May 2000',b'290',"b'3,13,00,000'"
b'',b'Chal Mere Bhai'
b'11',b'\n\n\n\nBichhoo\n\n\n',b'',b'Bichhoo',b'7 Jul 2000',b'300',"b'2,98,00,000'"
b'',b'Bichhoo'
b'12',b'\n\n\n\nTera Jadoo Chal Gayaa\n\n\n',b'',b'Tera Jadoo Chal Gayaa',b'18 Aug 2000',b'255',"b'2,84,00,000'"
b'',b'Tera Jadoo Chal Gayaa'
b'13',b'\n\n\n\nChampion\n\n\n',b'',b'Champion',b'22 Dec 2000',b'280',"b'2,80,00,000'"
b'',b'Champion'
b'14',b'\n\n\n\nPhir Bhi Dil Hai Hindustani\n\n\n',b'',b'Phir Bhi Dil Hai Hindustani',b'21 Jan 2000',b'240',"b'2,74,00,000'"
b'',b'Phir Bhi Dil Hai Hindustani'
b'15',b'\n\n\n\nRaju Chacha\n\n\n',b'',b'Raju Chacha',b'29 Dec 2000',b'285',"b'2,68,00,000'"
b'',b'Raju Chacha'
