,imdbId,title,releaseYear,releaseDate,genre_x,writers,actors,directors,sequel,hitFlop,movie_name,release_date,runtime,genre_y,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross,actors_movieCount,actors_ratingSum,actors_normalizedMovieRank,actors_googleHits,actors_normalizedGoogleRank,actors_normalizedRating,directors_movieCount,directors_ratingSum,directors_normalizedMovieRank,directors_googleHits,directors_normalizedGoogleRank,directors_normalizedRating
155,tt0373972,Khullam Khulla Pyaar Karen,2005,28 Apr 2005,Comedy,Rajeev Kaul (screenplay) | Anwar Khan (dialogue) | Anwar Khan (story) | Praful Parekh (screenplay),Govinda | Preity Zinta | Prem Chopra | Sadashiv Amrapurkar,Harmesh Malhotra,0.0,1,Khullam Khulla Pyaar Karen, 29 Apr 2005 , 142 min  ,Comedy,Disaster,60,"3,10,000","6,75,00,000","11,00,000","29,00,000","43,00,000","49,59,000","69,75,000","1,07,00,000","1,17,87,500",13.25,500.0,2.4488625526428223,751425.0,2.9350799918174744,3.4985376298427555,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
156,tt0374271,Tere Naam,2003,15 Aug 2003,Romance,Bala (original story and screenplay) | Jainendra Jain (dialogue),Salman Khan | Bhoomika Chawla | Mahima Chaudhry | Sachin Khedekar,Satish Kaushik,0.0,5,Tere Naam, 15 Aug 2003 , 136 min  ,Love Story,Semi Hit,375,"70,66,000","10,00,00,000","1,85,00,000","4,78,00,000","7,74,00,000","8,09,52,500","13,02,63,750","22,53,00,000","24,54,30,000",15.75,787.5,2.887600064277649,899150.0,4.089379986127216,3.82378751039505,9.0,380.0,2.5789499282836914,97300.0,1.7153700590133667,2.6807799339294403
157,tt0374660,Footpath,2003,15 Aug 2003,Action | Crime | Drama,Mahesh Bhatt (screenplay) | Girish Dhamija (dialogue) | Vibha Singh (screenplay),Aftab Shivdasani | Bipasha Basu | Rahul Dev | Emraan Hashmi,Vikram Bhatt,0.0,2,Footpath, 15 Aug 2003 , 166 min  ,Thriller,Flop,240,"18,43,000","5,50,00,000","62,00,000","1,76,00,000","2,73,50,000","2,71,04,000","4,21,19,000","6,37,00,000","6,43,86,250",22.75,1002.5,2.983014971017837,655750.0,2.6882599890232086,3.66229248046875,16.0,640.0,2.4210500717163086,356000.0,3.6415200233459473,2.90282011032104
158,tt0374887,Munnabhai M.B.B.S.,2003,19 Dec 2003,Comedy | Crime,Vidhu Vinod Chopra | Rajkumar Hirani | Lajan Joseph | Abbas Tyrewala (dialogue),Sunil Dutt | Sanjay Dutt | Arshad Warsi | Gracy Singh,Rajkumar Hirani,0.0,6,Munnabhai M.B.B.S., 19 Dec 2003 , 156 min  ,Comedy,Hit,265,"78,82,000","10,00,00,000","1,06,00,000","3,35,00,000","6,08,00,000","5,51,60,000","9,87,03,500","33,90,00,000","36,28,87,500",24.66666666666667,1076.6666666666667,3.4064699014027915,660333.3333333335,2.7000833352406817,3.910373210906984,3.0,440.0,10.0,146000.0,2.0779600143432617,10.0
159,tt0375611,Black,2005,04 Feb 2005,Drama,Sanjay Leela Bhansali (screenplay) | Bhavani Iyer (English dialogue) | Bhavani Iyer (screenplay) | Prakash Kapadia (screenplay),Amitabh Bachchan | Rani Mukerji | Shernaz Patel | Ayesha Kapoor,Sanjay Leela Bhansali,0.0,4,Black, 4 Feb 2005 , 122 min  ,Drama,Average,235,"60,31,000","23,00,00,000","1,03,00,000","3,43,00,000","6,47,00,000","6,48,01,000","11,53,64,000","33,02,00,000","40,93,70,000",37.5,1775.0,3.778530120849609,1578000.0,5.067460000514983,5.471660017967224,5.0,300.0,3.84210991859436,790000.0,6.872879981994629,4.92204999923706
160,tt0377126,Basti,2003,08 Aug 2003,Action | Crime,,Sadashiv Amrapurkar | Liyaqat Bari | Brij Gopal | Rajendra Gupta,,0.0,1,Basti, 8 Aug 2003 , 147 min  ,Action,Disaster,40,"2,32,000","1,50,00,000","6,00,000","17,00,000","26,00,000","26,01,000","39,78,000","60,00,000","60,27,450",11.0,230.0,1.0889300107955933,88700.0,1.2253999710083008,1.74907004833221,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
161,tt0377131,Raghu Romeo,2003,18 Jun 2004,Comedy,Rajat Kapoor (screenplay) | Sanjeev Sharma (script & lyrics) | Saurabh Shukla (dialogue),Vijay Raaz | Sadiya Siddiqui | Saurabh Shukla | Maria Goretti,Rajat Kapoor,0.0,1,Raghu Romeo, 18 Jun 2004 , 99 min  ,Comedy,Disaster,20,"33,400","50,00,000","3,50,000","9,00,000","13,00,000","12,42,000","17,94,000","22,50,000","22,50,000",10.5,330.0,2.165019989013672,86500.0,1.2197200059890747,2.3591300249099754,3.0,90.0,1.7105300426483154,278000.0,3.0607700347900386,2.09538006782532
162,tt0377340,Aetbaar,2004,23 Jan 2004,Drama | Musical | Romance,Robin Bhatt (screenplay) | Vikram Bhatt (story) | Girish Dhamija (dialogue) | Sanjeev Duggal (screenplay),Amitabh Bachchan | John Abraham | Bipasha Basu | Supriya Pilgaonkar,Vikram Bhatt,0.0,1,Aetbaar, 23 Jan 2004 , 154 min  ,Drama,Disaster,275,"15,94,000","9,50,00,000","67,00,000","1,88,00,000","2,80,00,000","3,43,85,250","5,04,90,000","6,29,00,000","7,96,42,500",36.333333333333336,1693.333333333333,3.657626628875733,2143333.333333333,6.525896708170572,6.233956654866535,16.0,640.0,2.4210500717163086,356000.0,3.6415200233459473,2.90282011032104
163,tt0378025,Hawayein,2003,22 Aug 2003,Drama | Romance,Ammtoje Mann (screenplay) | Harjit Singh (dialogue),Babbu Mann | Ammtoje Mann | Mahie Gill | Mukul Dev,Ammtoje Mann,0.0,1,Hawayein, 22 Aug 2003 , 179 min  ,Drama,Disaster,40,"3,91,000","4,50,00,000","7,00,000","22,00,000","39,00,000","91,41,500","1,52,23,000","1,30,00,000","3,57,50,000",5.5,160.0,1.7511650323867798,55500.0,1.2829200029373171,1.7936949729919451,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
164,tt0378072,Hum Tum,2004,28 May 2004,Drama | Romance | Comedy,Siddharth Anand (screenplay) | Kunal Kohli,Saif Ali Khan | Rani Mukerji | Kiron Kher | Rati Agnihotri,Kunal Kohli,0.0,6,Hum Tum, 28 May 2004 , 147 min  ,Love Story,Hit,225,"58,53,000","8,50,00,000","1,23,00,000","4,04,00,000","7,49,00,000","8,90,14,000","15,25,79,000","31,58,00,000","42,63,65,000",20.5,952.5,3.7297125756740566,558075.0,2.436277538537979,3.944247484207153,5.0,310.0,3.9842100143432617,112000.0,1.8248200416564941,4.074729919433589
165,tt0380337,Ek Din 24 Ghante,2003,07 Nov 2003,Thriller,,Rahul Bose | Ahmed Chaudhary | Nandita Das | Vinit Kumar,Anant Balani,0.0,1,Ek Din 24 Ghante, 7 Nov 2003 , 93 min  ,Thriller,Disaster,40,"63,600","2,00,00,000","6,50,000","16,00,000","22,50,000","23,84,000","33,52,500","39,00,000","39,00,000",7.5,185.0,1.434785008430481,321500.0,1.8259650468826292,2.28846991062164,3.0,70.0,1.236840009689331,2300.0,1.0080399513244631,1.23171997070312
166,tt0381090,Chupke Se,2003,12 Sep 2003,Comedy | Musical | Romance,Abbas Tyrewala | Shona Urvashi,Zulfi Sayed | Masumeh Makhija | Rati Agnihotri | Tinnu Anand,Shona Urvashi,0.0,1,Chupke Se, 12 Sep 2003 , 164 min  ,Rom - Com,Disaster,35,"1,40,000","2,50,00,000","7,50,000","20,00,000","29,00,000","30,40,000","44,08,000","60,00,000","60,00,000",15.0,440.0,2.0203849673271184,37850.0,1.0942150354385376,2.205175042152405,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
167,tt0381408,Market,2003,12 Sep 2003,Drama | Musical,Miraq Mirza (screenplay) | Arshad Sidhiqi (story),Manisha Koirala | Suman Ranganathan | Aryan Vaid | Shweta Menon,Jay Prakash,0.0,3,Market, 12 Sep 2003 , 160 min  ,Drama,Below Average,120,"12,37,000","2,00,00,000","32,00,000","99,00,000","1,57,50,000","1,50,48,000","2,39,40,000","4,27,00,000","4,27,91,500",8.0,226.66666666666663,1.641303300857544,143333.33333333337,2.1058700084686284,1.7655666271845503,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
168,tt0382176,Master,2001,,Action,Suneil Anand (story) | Raajesh Johri (dialogue),Suneil Anand | Ting Leung | Sadashiv Amrapurkar | Leher Kala,Suneil Anand,0.0,1,Master, 8 Jun 2001 , 146 min  ,Action,Disaster,15,"89,200","1,00,00,000","2,00,000","5,25,000","8,00,000","8,66,250","13,20,000","19,00,000","19,00,000",11.0,230.0,1.0889300107955933,88700.0,1.2253999710083008,1.74907004833221,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
169,tt0382188,Mumbai Matinee,2003,26 Sep 2003,Romance | Comedy,Anant Balani,Rahul Bose | Perizaad Zorabian | Vijay Raaz | Saurabh Shukla,Anant Balani,0.0,1,Mumbai Matinee, 26 Sep 2003 , 125 min  ,Rom - Com,Disaster,45,"2,36,000","2,00,00,000","20,00,000","54,00,000","79,00,000","81,00,000","1,18,50,000","1,54,00,000","1,54,00,000",8.5,247.5,1.8406625092029567,118750.0,1.4050333499908447,2.079694986343385,3.0,70.0,1.236840009689331,2300.0,1.0080399513244631,1.23171997070312
170,tt0382383,Yuva,2004,22 May 2004,Action | Adventure | Crime,Anurag Kashyap (dialogue) | Mani Ratnam (screenplay),Ajay Devgn | Abhishek Bachchan | Rani Mukerji | Vivek Oberoi,Mani Ratnam,0.0,3,Yuva, 21 May 2004 , 161 min  ,Drama,Below Average,350,"48,19,000","12,00,00,000","1,61,00,000","4,96,00,000","8,13,00,000","9,16,90,750","14,34,93,500","20,91,00,000","24,48,47,500",32.0,1560.0,3.757205069065094,1180000.0,4.040707439184189,4.874327480793,3.0,170.0,3.605259895324707,921000.0,7.8482398986816415,4.88124990463257
171,tt0382385,Zameen,2003,26 Sep 2003,Action,Robin Bhatt (additional screenplay) | Javed Siddiqui (dialogue) | Suparn Verma (screenplay) | Suparn Verma (story),Ajay Devgn | Abhishek Bachchan | Bipasha Basu | Mukesh Tiwari,Rohit Shetty,0.0,3,Zameen, 26 Sep 2003 , 155 min  ,Action,Below Average,350,"47,49,000","11,00,00,000","1,45,00,000","4,22,00,000","6,58,00,000","6,93,64,000","10,76,72,000","16,99,00,000","17,82,12,500",31.25,1470.0,3.276467502117157,1262000.0,4.252249896526337,4.72090494632721,10.0,950.0,6.328949928283691,437000.0,4.244609832763672,6.837609767913821
172,tt0385351,Yeh Lamhe Judaai Ke,2004,09 Apr 2004,Drama,,Shah Rukh Khan | Raveena Tandon | Navneet Nishan | Avtar Gill,Birendra Nath Tiwari,0.0,1,Yeh Lamhe Judaai Ke, 9 Apr 2004 , 128 min  ,Drama,Disaster,80,"2,18,000","1,25,00,000","13,00,000","32,00,000","46,00,000","1,03,00,750","1,50,39,750","86,00,000","1,84,43,750",16.0,886.6666666666665,3.661623239517212,1075233.333333333,3.7704333861668906,4.66581662495931,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
173,tt0385564,Border Hindustan Ka,2003,20 Jun 2003,Action | Romance,,Faisal Khan | Rajat Bedi | Aditya Pancholi | Priya Gill,Yogesh Bharadwaj,0.0,1,Border Hindustan Ka, 20 Jun 2003 , 134 min  ,Action,Disaster,45,"3,60,000","1,75,00,000","9,50,000","26,00,000","38,00,000","41,08,000","60,04,000","93,00,000","93,00,000",9.0,300.0,2.304349899291992,34700.0,1.0860899686813354,2.362380027771,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
174,tt0385782,Inteha,2003,24 Oct 2003,Romance |Musical |Drama,Mahesh Bhatt | Girish Dhamija (dialogue),Nauheed Cyrusi | Avtar Gill | Vidya Malvade | Ashmit Patel,Vikram Bhatt,0.0,1,Inteha, 24 Oct 2003 , 154 min  ,Thriller,Disaster,160,"8,28,000","2,75,00,000","34,00,000","94,00,000","1,42,00,000","1,42,88,000","2,15,84,000","2,99,00,000","2,99,45,250",7.25,220.0,1.9558424651622768,60050.0,1.2031233708063762,2.0590324997901925,16.0,640.0,2.4210500717163086,356000.0,3.6415200233459473,2.90282011032104
175,tt0385982,Raja Bhaiya,2003,24 Oct 2003,Comedy | Drama,,Sadashiv Amrapurkar | Rakesh Bedi | Kajal Chakraborty | Aarti Chhabria,Raman Kumar,0.0,1,Raja Bhaiya, 24 Oct 2003 , 130 min  ,Comedy,Disaster,145,"7,81,000","4,75,00,000","29,00,000","78,00,000","1,18,00,000","1,20,94,750","1,83,61,000","2,49,00,000","2,58,05,000",8.0,186.66666666666663,1.3638799985249836,93700.0,1.2382933298746746,1.9131266673405964,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
176,tt0386121,Woh Tera Naam Tha,2004,,Romance,J.P. Chowksey,Arjan Bajwa | Rajat Bedi | Gaurav Chanana | Prem Chopra,Sandesh Kohli,0.0,1,Woh Tera Naam Tha, 30 Jan 2004 , 172 min  ,Love Story,Disaster,110,"4,23,000","2,75,00,000","15,00,000","40,00,000","59,25,000","60,40,000","89,46,750","1,35,00,000","1,35,00,000",7.333333333333332,200.0,1.6250032981236775,214900.0,1.8281599879264832,2.0508200327555333,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
177,tt0387164,Dhoop,2003,07 Nov 2003,Drama,Kumud Chaudhary (dialogue) | Kumud Chaudhary (story) | Sanjay Chauhan (dialogue),Om Puri | Revathy | Gul Panag | Preeti Dayal,Ashwini Chaudhary,0.0,1,Dhoop, 7 Nov 2003 , 126 min  ,Drama,Disaster,20,"51,200","1,50,00,000","3,25,000","9,25,000","14,50,000","13,59,750","21,31,500","32,00,000","32,00,000",15.0,513.3333333333334,2.618206620216369,499666.66666666674,2.9301150441169743,3.0355632305145237,4.0,100.0,1.3552600145339966,71100.0,1.5202900171279907,1.44746005535126
178,tt0387325,Jodi Kya Banayi Wah Wah Ramji,2003,14 Nov 2003,Comedy,Robin Bhatt | Anurag Prapanna | Umesh Shukla,Rotem Bar | Rakesh Bedi | Avtar Gill | Gulshan Grover,Raman Kumar,0.0,1,Jodi Kya Banayi Wah Wah Ramji, 14 Nov 2003 , 129 min  ,Comedy,Disaster,90,"3,95,000","2,50,00,000","20,00,000","54,00,000","79,00,000","81,54,000","1,19,29,000","1,60,00,000","1,60,00,000",17.0,493.33333333333326,1.8816666603088381,74700.0,1.1892766952514648,2.1802933216095,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
179,tt0387486,Patth,2003,07 Nov 2003,Drama,Salaam Khamboshi (dialogue) | Salaam Khamboshi (screenplay) | Salaam Khamboshi (story),Mukesh Ahuja | Abhay Bhargav | Suresh Chatwal | Milind Gunaji,Shivram Yadav,0.0,1,Patth, 7 Nov 2003 , 157 min  ,Drama,Disaster,55,"3,16,000","2,25,00,000","13,50,000","33,00,000","49,00,000","49,50,000","73,50,000","97,00,000","97,00,000",6.0,120.0,1.0,8100.0,1.059260010719299,1.2012333472569798,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
180,tt0387678,Waisa Bhi Hota Hai Part II,2003,14 Nov 2003,Comedy | Action | Crime,Javed Ahmed (screenplay) | Shashanka Ghosh (dialogue) | Junaid Memon (original script),Arshad Warsi | Prashant Narayanan | Sandhya Mridul | Pratima Kazmi,Shashanka Ghosh,0.0,1,Waisa Bhi Hota Hai Part II, 14 Nov 2003 , 137 min  ,Comedy,Disaster,60,"2,08,000","2,25,00,000","12,00,000","32,00,000","49,00,000","48,00,000","73,50,000","1,00,00,000","1,00,00,000",10.333333333333334,473.33333333333326,2.891303300857544,72333.33333333331,1.556380033493042,2.37358331680298,4.0,110.0,1.53288996219635,32800.0,1.235129952430725,1.56525003910065
181,tt0389726,Aanch,2003,26 Sep 2003,Drama,Kamal Pandey,Arun Bakshi | Suchindra Bali | Poonam Jhawer | Ayesha Jhulka,Rajesh Kumar Singh,0.0,1,Aanch, 26 Nov 2003 , 159 min  ,Drama,Disaster,50,"3,71,000","4,00,00,000","13,00,000","33,00,000","50,50,000","50,16,000","76,76,000","1,16,00,000","1,16,00,000",7.0,170.0,1.3668500185012815,26700.0,1.1343300342559814,1.5323199629783602,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
182,tt0391079,Dil Pardesi Ho Gayaa,2003,12 Dec 2003,Romance | Drama,Shyam Gupta (dialogue) | Shyam Gupta (screenplay) | Saawan Kumar Tak (story),Kapil Jhaveri | Saloni Aswani | Amrish Puri | Ashutosh Rana,Saawan Kumar Tak,0.0,1,Dil Pardesi Ho Gayaa, 12 Dec 2003 , 152 min  ,Love Story,Disaster,130,"8,53,000","2,75,00,000","33,00,000","93,00,000","1,40,00,000","1,42,29,000","2,14,20,000","2,69,00,000","2,69,00,000",12.5,565.0,3.687040090560913,107850.0,1.2747949957847595,3.2579649686813346,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
183,tt0391099,Duplicate Sholay,2002,,Comedy,,Devaraj | Dimple | Feroz | Reena Kapoor,Kanti Shah,0.0,2,Duplicate Sholay, 26 Apr 2002 , 0 min  ,Action,Flop,4,"23,400","20,00,000",None,None,None,None,"45,90,000","46,00,000","46,00,000",16.41485507246378,715.5120137299773,2.9788738278193287,649043.6336765825,3.0152027458629536,3.5439428890778935,6.0,130.0,1.1184200048446655,93300.0,1.6855800151824951,1.24840998649597
184,tt0391274,Kismat,2004,20 Feb 2004,Action | Drama,Robin Bhatt (screenplay) | Sutanu Gupta (screenplay) | Dilip Shukla (dialogue),Bobby Deol | Priyanka Chopra | Kabir Bedi | Sanjay Narvekar,Guddu Dhanoa,0.0,1,Kismat, 20 Feb 2004 , 149 min  ,Action,Disaster,300,"21,26,000","7,00,00,000","69,00,000","1,97,00,000","3,02,00,000","3,36,22,500","5,11,82,500","7,38,00,000","8,46,60,000",21.33333333333333,930.0,2.544386625289917,1117000.0,5.3189897537231445,3.9011533260345455,5.0,120.0,1.284209966659546,5370.0,1.0309000015258791,1.28245997428894
185,tt0391274,Kismat,2004,20 Feb 2004,Action | Drama,Robin Bhatt (screenplay) | Sutanu Gupta (screenplay) | Dilip Shukla (dialogue),Bobby Deol | Priyanka Chopra | Kabir Bedi | Sanjay Narvekar,Guddu Dhanoa,0.0,1,Kismat, 16 Jun 1995 , 149 min  ,Drama,Flop,140,"33,76,000","2,75,00,000","30,00,000","89,00,000","1,41,75,000","1,50,41,000","2,39,55,750","4,45,00,000","4,49,72,500",21.33333333333333,930.0,2.544386625289917,1117000.0,5.3189897537231445,3.9011533260345455,5.0,120.0,1.284209966659546,5370.0,1.0309000015258791,1.28245997428894
186,tt0392625,Pratha,2002,,Action | Drama | Thriller,,Deepak Bandhu | Ashney Shroff | Vicky Ahuja | Ravindra Bundela,Raja Bundela,0.0,1,Pratha, 29 Nov 2002 , 142 min  ,Drama,Disaster,3,"5,925","40,00,000","50,000","1,00,000",None,"1,63,000","3,26,000","3,25,000","3,25,000",5.0,240.0,3.7391300201416016,0.0,3.0152027458629536,2.56111001968384,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
187,tt0392950,Ishq Hai Tumse,2004,02 Jan 2004,Romance,Raman Bharadwaj (dialogue) | G. Krishna (screenplay) | Sana Yadi Reddy (concept),Beena Banerjee | Bipasha Basu | Mohan Gokhale | Vikram Gokhale,G. Krishna,0.0,1,Ishq Hai Tumse, 2 Jan 2004 , 148 min  ,Love Story,Disaster,155,"5,90,000","5,00,00,000","31,00,000","81,00,000","1,18,00,000","1,26,70,500","1,85,10,500","2,29,00,000","2,43,56,000",20.5,860.0,2.3502449989318848,540950.0,2.392099976539612,3.132869958877565,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
188,tt0396057,Hum Pyar Tumhi Se Kar Baithe,2002,08 Nov 2002,Musical | Romance,Mohan Singh Rathor (dialogue) | Mohan Singh Rathor (screenplay) | Mohan Singh Rathor (story),Jugal Hansraj | Tina Rana | Sachin Khedekar | Vishnu Sharma,Mohan Singh Rathor,0.0,1,Hum Pyar Tumhi Se Kar Baithe, 5 Nov 2002 , 138 min  ,Love Story,Disaster,10,"54,600","1,50,00,000","1,00,000","3,50,000","5,50,000","5,70,500","8,96,500","13,00,000","13,00,000",11.0,310.0,1.8004000186920166,34000.0,1.084280014038086,2.07413005828857,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
189,tt0396782,Paisa Vasool,2004,09 Jan 2004,Comedy,Srinivas Bhashyam | Anurag Kashyap,Manisha Koirala | Sushmita Sen | Sushant Singh | Mukesh Ahuja,Srinivas Bhashyam,0.0,1,Paisa Vasool, 9 Jan 2004 , 139 min  ,Comedy,Disaster,55,"2,29,000","3,00,00,000","11,00,000","26,00,000","38,50,000","38,74,000","57,36,500","69,00,000","69,00,000",10.75,325.0,1.7826074361801147,358750.0,2.2305633227030435,2.39947748184204,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
190,tt0397882,Ab Tumhare Hawale Watan Saathiyo,2004,24 Dec 2004,Action | Drama | Romance,Shaktimaan Talwar (dialogue) | Shaktimaan Talwar (screenplay) | Shaktimaan Talwar (story),Amitabh Bachchan | Akshay Kumar | Bobby Deol | Divya Khosla,Anil Sharma,0.0,1,Ab Tumhare Hawale Watan Saathiyo, 24 Dec 2004 , 193 min  ,Action,Disaster,425,"42,76,000","20,00,00,000","1,63,00,000","4,58,00,000","7,19,00,000","7,51,60,000","11,67,23,750","16,76,00,000","19,16,62,500",42.0,1933.333333333333,3.2433567047119136,1650333.333333333,5.254066626230875,5.2730000019073495,6.0,390.0,4.197370052337647,1110000.0,9.255450248718262,5.73446989059448
191,tt0401532,Jaago,2004,06 Feb 2004,Drama,K.K. Singh (dialogue) | K.K. Singh (screenplay) | K.K. Singh (story),Sanjay Kapoor | Raveena Tandon | Manoj Bajpayee | Puru Rajkumar,Mehul Kumar,0.0,1,Jaago, 6 Feb 2004 , 122 min  ,Drama,Disaster,140,"5,03,000","4,00,00,000","25,00,000","65,00,000","94,00,000","97,50,000","1,41,00,000","1,89,00,000","1,89,00,000",11.75,310.0,1.6032600104808807,685750.0,3.3553467194239297,2.778050005435945,3.0,60.0,1.0,52400.0,1.381060004234314,1.0732599496841402
192,tt0402014,Ab Tak Chhappan,2004,27 Feb 2004,Crime | Drama | Thriller,Sandeep Srivastava (dialogue) | Sandeep Srivastava (screenplay),Nana Patekar | Revathy | Yashpal Sharma | Mohan Agashe,Shimit Amin,0.0,5,Ab Tak Chhappan, 27 Feb 2004 , 129 min  ,Drama,Semi Hit,230,"29,42,000","4,50,00,000","68,00,000","21,50,000","3,76,00,000","31,82,000","5,56,48,000","12,86,00,000","12,86,00,000",9.666666666666666,470.0,3.7391300201416016,72066.66666666669,1.2754449844360352,3.0457166830698634,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
193,tt0402606,Suno Sasurjee,2004,27 Feb 2004,Action | Comedy | Musical,Rajeev Kaul (screenplay) | Rajeev Kaul (story) | Anwar Khan (dialogue) | Praful Parekh (screenplay) | Praful Parekh (story),Aftab Shivdasani | Ameesha Patel | Gulshan Grover | Asrani,Vimal Kumar,0.0,1,Suno Sasurjee, 27 Feb 2004 , 146 min  ,Comedy,Disaster,15,"2,05,000","3,75,00,000","4,00,000","10,00,000","15,00,000","26,41,250","40,75,000","62,00,000","98,20,000",22.0,737.5,2.351122498512268,142000.0,1.362897515296936,2.5467975139617924,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
194,tt0403935,Action Jackson,2014,05 Dec 2014,Action | Drama | Romance,A.C. Mughil | Prabhudheva | Shiraz Ahmed (dialogue),Sonakshi Sinha | Shahid Kapoor | Ajay Devgn | Sunil Shetty,Prabhudheva,0.0,2,Action Jackson, 5 Dec 2014 , 144 min  ,Action,Flop,3350,"76,40,000","93,00,00,000","10,37,00,000","31,28,00,000","46,95,00,000","50,01,66,000","73,21,35,000","78,93,00,000","88,87,17,500",30.5,1420.0,4.493652522563933,1472500.0,4.795295000076294,5.724110007286072,4.0,330.0,5.440790176391602,153000.0,2.130079984664917,5.5570502281189
195,tt0405266,Raincoat,2004,24 Dec 2004,Drama | Romance,"Rituparno Ghosh (original dialogue) | O. Henry (adapted from the story ""Gift of Magi"")",Ajay Devgn | Aishwarya Rai Bachchan | Annu Kapoor | Mouli Ganguly,Rituparno Ghosh,0.0,1,Raincoat, 24 Dec 2004 , 117 min  ,Drama,Disaster,75,"5,14,000","5,00,00,000","29,00,000","98,00,000","1,59,00,000","1,75,14,000","2,82,05,750","3,63,00,000","4,87,68,750",32.5,1550.0,3.74387001991272,2250000.0,6.801069974899293,6.439939975738525,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
196,tt0405507,Murder,2004,02 Apr 2004,Drama | Thriller,Anurag Basu | Subodh Chopra (dialogue),Mallika Sherawat | Ashmit Patel | Emraan Hashmi | Kashmira Shah,Anurag Basu,0.0,7,Murder, 2 Apr 2004 , 130 min  ,Thriller,Super Hit,215,"53,26,000","5,00,00,000","1,03,00,000","2,95,00,000","5,27,00,000","4,36,60,000","7,79,96,000","22,28,00,000","22,49,87,500",12.0,595.0,3.5600975155830383,405625.0,2.391800045967102,3.481440007686615,8.0,510.0,4.108550071716309,755000.0,6.612289905548098,5.13139009475708
197,tt0405508,Rang De Basanti,2006,26 Jan 2006,Drama,Renzil D'Silva (screenplay) | Rakeysh Omprakash Mehra (screenplay) | Kamlesh Pandey (story),Aamir Khan | Siddharth | Sharman Joshi | Kunal Kapoor,Rakeysh Omprakash Mehra,0.0,6,Rang De Basanti, 26 Jan 2006 , 155 min  ,Drama,Hit,600,"1,30,14,000","28,00,00,000","3,12,00,000","7,69,00,000","15,35,00,000","17,95,98,000","30,94,90,000","75,16,00,000","97,90,80,000",10.0,723.3333333333335,5.761856714884441,863000.0,4.336095094680786,5.361430009206137,4.0,280.0,4.5526299476623535,29900.0,1.2135399580001829,4.51050996780396
198,tt0406977,Masti,2004,09 Apr 2004,Comedy | Crime | Mystery,Milap Zaveri (screenplay) | Tushar Hiranandani (screenplay) | Milap Zaveri (dialogue),Aftab Shivdasani | Vivek Oberoi | Ritesh Deshmukh | Amrita Rao,Indra Kumar,0.0,6,Masti, 9 Apr 2004 , 159 min  ,Comedy,Hit,375,"73,72,000","12,00,00,000","1,80,00,000","5,47,00,000","9,13,00,000","9,81,28,000","15,96,62,000","30,21,00,000","34,14,75,000",18.0,872.5,3.849307596683502,360750.0,1.927225023508072,3.722285091876985,7.0,420.0,3.84210991859436,239000.0,2.770400047302246,4.12063980102539
