,imdbId,title,releaseYear,releaseDate,genre_x,writers,actors,directors,sequel,hitFlop,movie_name,release_date,runtime,genre_y,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross,actors_movieCount,actors_ratingSum,actors_normalizedMovieRank,actors_googleHits,actors_normalizedGoogleRank,actors_normalizedRating,directors_movieCount,directors_ratingSum,directors_normalizedMovieRank,directors_googleHits,directors_normalizedGoogleRank,directors_normalizedRating
0,tt0118578,Albela,2001,20 Apr 2001,Romance,Honey Irani (screenplay) | Honey Irani (story) | Javed Siddiqui (dialogue),Govinda | Aishwarya Rai Bachchan | Jackie Shroff | Namrata Shirodkar,Deepak Sareen,0.0,2,Albela, 20 Apr 2001 , 147 min  ,Rom - Com,Flop,250,"65,71,000","10,00,00,000","76,00,000","2,34,00,000","4,34,50,000","4,53,89,500","8,16,44,750","17,69,00,000","18,81,20,000",16.0,585.0,2.5085600018501277,951100.0,3.4501949846744537,3.82614007592201,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
1,tt0187279,Meri Biwi Ka Jawab Nahin,2004,02 Jul 2004,Action | Comedy,,Akshay Kumar | Sridevi | Gulshan Grover | Laxmikant Berde,Pankaj Parashar | S.M. Iqbal,0.0,1,Meri Biwi Ka Jawab Nahin, 2 Jul 2004 , 133 min  ,Comedy,Disaster,25,"1,36,500","2,25,00,000","4,75,000","12,00,000","18,00,000","17,52,000","26,28,000","39,00,000","39,00,000",30.66666666666667,1353.3333333333333,2.8070900042851767,696700.0,2.7939033110936484,3.6222399075826033,4.0,90.0,1.1776299476623535,29400.0,1.2098100185394287,1.21331000328064
2,tt0222024,Hum Tumhare Hain Sanam,2002,24 May 2002,Drama | Romance,K.S. Adiyaman | Arun Kumar (assistant dialogue) | Ashok Mehta (assistant dialogue) | Reema Rakesh Nath (dialogue),Shah Rukh Khan | Madhuri Dixit | Salman Khan | Atul Agnihotri,K.S. Adiyaman,0.0,4,Hum Tumhare Hain Sanam, 24 May 2002 , 172 min  ,Love Story,Average,300,"81,32,000","12,00,00,000","1,42,00,000","4,14,00,000","6,84,00,000","11,11,85,000","17,23,95,000","22,26,70,000","34,76,20,000",22.0,1550.0,5.442680040995281,2486666.666666666,7.411619981129963,7.756110032399497,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
3,tt0227194,One 2 Ka 4,2001,30 Mar 2001,Action | Comedy | Drama,Sanjay Chhel | Raaj Kumar Dahima (screenplay) | Manoj Lalwani (screenplay),Shah Rukh Khan | Juhi Chawla | Jackie Shroff | Nirmal Pandey,Shashilal K. Nair,0.0,1,One 2 Ka 4, 30 Mar 2001 , 175 min  ,Action,Disaster,260,"44,67,000","12,00,00,000","77,00,000","2,14,00,000","3,71,00,000","4,89,53,500","8,01,36,500","11,20,00,000","13,82,72,500",20.33333333333333,1066.6666666666667,3.9980798959732056,1168000.0,4.009750048319498,4.993966579437253,3.0,140.0,2.894740104675293,1480.0,1.0019400119781494,2.84984993934631
4,tt0238936,Devdas,2002,12 Jul 2002,Musical | Romance,Saratchandra Chatterjee (based on the novel by) | Prakash Kapadia (screenplay) | Sanjay Leela Bhansali (screenplay) | Prakash Kapadia (dialogue),Shah Rukh Khan | Madhuri Dixit | Aishwarya Rai Bachchan | Jackie Shroff,Sanjay Leela Bhansali,0.0,6,Devdas, 12 Jul 2002 , 185 min  ,Love Story,Hit,325,"2,05,53,000","44,00,00,000","2,09,00,000","6,15,00,000","11,78,00,000","19,83,60,000","33,45,67,000","68,19,00,000","99,87,75,000",17.75,957.5,4.169374972581863,1562250.0,5.0268275141715995,5.67125505208969,5.0,300.0,3.84210991859436,790000.0,6.872879981994629,4.92204999923706
5,tt0247911,Aap Mujhe Achche Lagne Lage,2002,19 Apr 2002,Action | Drama | Romance,Robin Bhatt (story) | Girish Dhamija (dialogue) | Sanjeev Duggal (story),Hrithik Roshan | Ameesha Patel | Kiran Kumar | Mukesh Tiwari,Vikram Bhatt,0.0,2,Aap Mujhe Achche Lagne Lage, 19 Apr 2002 , 166 min  ,Love Story,Flop,250,"55,19,000","11,00,00,000","1,09,00,000","3,24,00,000","5,30,00,000","7,24,72,500","11,42,62,500","15,81,00,000","20,27,06,250",12.25,560.0,2.932065039873124,752750.0,3.5858067274093632,3.63388246297836,16.0,640.0,2.4210500717163086,356000.0,3.6415200233459473,2.90282011032104
6,tt0248126,Kabhi Khushi Kabhie Gham...,2001,14 Dec 2001,Drama | Musical | Romance,Karan Johar | Sheena Parikh (screenplay),Amitabh Bachchan | Jaya Bhaduri | Shah Rukh Khan | Kajol,Karan Johar,0.0,8,Kabhi Khushi Kabhie Gham..., 14 Dec 2001 , 210 min  ,Drama,Blockbuster,500,"3,11,73,000","40,00,00,000","2,38,00,000","7,00,00,000","14,38,00,000","22,25,00,000","39,37,46,000","92,81,00,000","1,35,53,00,000",20.75,1232.5,5.480592489242554,1822600.0,5.698477566242218,6.80134755373001,5.0,430.0,5.689469814300537,1050000.0,8.808719635009766,7.10459995269775
7,tt0248216,Na Tum Jaano Na Hum,2002,10 May 2002,Comedy | Drama | Musical,Pratibha Acharya (dialogue) | Arjun Sablok,Saif Ali Khan | Hrithik Roshan | Esha Deol | Alok Nath,Arjun Sablok,0.0,1,Na Tum Jaano Na Hum, 10 May 2002 , 161 min  ,Love Story,Disaster,200,"43,29,000","14,00,00,000","81,00,000","2,46,00,000","4,33,50,000","6,22,81,500","10,10,75,250","13,34,00,000","19,28,75,000",14.5,750.0,3.945557534694672,1237250.0,5.252343416213988,4.9238548874855015,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
8,tt0255713,Zubeidaa,2001,19 Jan 2001,Adventure | Biography | Drama,Khalid Mohamed (original story and screenplay) | Javed Siddiqui (dialogue),Karisma Kapoor | Rekha | Manoj Bajpayee | Rajit Kapoor,Shyam Benegal,0.0,1,Zubeidaa, 19 Jan 2001 , 153 min  ,Drama,Disaster,70,"20,32,000","5,00,00,000","19,00,000","64,00,000","1,21,00,000","1,99,24,000","3,35,71,000","5,76,00,000","8,55,00,000",10.25,302.5,1.8913024961948397,727475.0,2.873292475938797,3.1455550491809854,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
9,tt0256692,Chori Chori Chupke Chupke,2001,09 Mar 2001,Drama | Musical | Romance,Shyam Goel (screenplay) | Javed Siddiqui (dialogue) | Neeraj Vora (story),Preity Zinta | Salman Khan | Rani Mukerji | Amrish Puri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0.0,5,Chori Chori Chupke Chupke, 9 Mar 2001 , 166 min  ,Love Story,Semi Hit,295,"1,19,02,000","13,00,00,000","1,14,00,000","3,48,00,000","6,50,00,000","7,74,12,000","13,61,22,500","31,00,00,000","37,51,00,000",22.5,1340.0,4.87845516204834,1219500.0,4.142610013484955,5.571437537670135,10.0,580.0,3.700000047683716,4295.0,1.0228950381278992,3.640475034713745
10,tt0265148,Main Prem Ki Diwani Hoon,2003,27 Jun 2003,Musical | Drama | Romance,Sooraj R. Barjatya,Hrithik Roshan | Kareena Kapoor | Abhishek Bachchan | Johnny Lever,Sooraj R. Barjatya,0.0,2,Main Prem Ki Diwani Hoon, 27 Jun 2003 , 175 min  ,Love Story,Flop,300,"78,13,000","24,00,00,000","1,24,00,000","3,81,00,000","6,77,00,000","11,03,11,000","17,49,87,000","27,75,00,000","39,31,25,000",23.5,1325.0,4.2164775133132935,1858500.0,5.79108738899231,6.133672356605531,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
11,tt0265452,Officer,2001,14 Mar 2001,Action | Crime | Drama,Naeem Sha (dialogue) | Naeem Sha (screenplay) | Naeem Sha (story),Sunil Shetty | Raveena Tandon | Danny Denzongpa | Sadashiv Amrapurkar,Naeem Sha,0.0,2,Officer, 2 Mar 2001 , 139 min  ,Thriller,Flop,190,"26,41,000","5,75,00,000","43,00,000","1,21,00,000","2,08,00,000","2,08,49,000","3,58,25,000","6,31,00,000","6,40,30,000",18.0,575.0,2.222929984331131,289425.0,1.992110013961792,2.5485025346279127,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
12,tt0267363,Chandni Bar,2001,28 Sep 2001,Crime | Drama,Mohan Azaad (dialogue) | Mohan Azaad (screenplay) | Madhur Bhandarkar | Masud Mirza (dialogue),Tabu | Atul Kulkarni | Rajpal Yadav | Shri Vallabh Vyas,Madhur Bhandarkar,0.0,5,Chandni Bar, 28 Sep 2001 , 150 min  ,Drama,Semi Hit,60,"22,07,000","1,50,00,000","16,00,000","63,00,000","1,14,00,000","1,02,69,000","1,85,82,000","6,68,00,000","6,68,00,000",13.666666666666664,516.6666666666666,2.7695032755533853,564666.6666666665,2.4532833496729536,3.406686623891193,10.0,490.0,3.060529947280884,185000.0,2.368340015411377,3.27870988845825
13,tt0271604,Kuch Khatti Kuch Meethi,2001,19 Jan 2001,Drama | Family,,Kajol | Rishi Kapoor | Rati Agnihotri | Sunil Shetty,Rahul Rawail,0.0,2,Kuch Khatti Kuch Meethi, 19 Jan 2001 , 139 min  ,Comedy,Flop,150,"32,27,000","6,00,00,000","35,00,000","1,10,00,000","2,04,50,000","2,56,87,500","4,48,18,500","8,46,00,000","10,55,25,000",21.5,840.0,3.5449475347995762,833800.0,3.1475900709629063,4.244342625141143,3.0,80.0,1.473680019378662,9400.0,1.0608999729156494,1.47337996959686
14,tt0272543,Censor,2001,14 Feb 2001,Musical | Romance,Dev Anand,Dev Anand | Hema Malini | Shammi Kapoor | Rekha,Dev Anand,0.0,1,Censor, 6 Apr 2001 , 169 min  ,Drama,Disaster,40,"2,70,000","1,75,00,000","8,50,000","21,00,000","31,00,000","38,03,750","55,97,250","67,00,000","71,20,750",6.0,226.66666666666663,2.4492733478546143,493333.33333333326,4.8146400451660165,2.7406534353892003,4.0,80.0,1.0,1060000.0,8.883170127868652,2.53876996040344
15,tt0272607,Farz,2001,12 Jan 2001,Action,,Sunny Deol | Preity Zinta | Jackie Shroff | Om Puri,Raj Kanwar,0.0,4,Farz, 12 Jan 2001 , 167 min  ,Action,Below Average,300,"78,87,000","10,00,00,000","1,07,00,000","3,08,00,000","5,43,00,000","5,53,82,500","9,67,27,500","19,16,00,000","19,92,72,500",24.5,895.0,2.7944975197315216,785750.0,3.023632526397705,3.7459899783134425,5.0,240.0,2.9894700050354004,75400.0,1.5523099899291992,3.04990005493164
16,tt0272735,Mujhe Meri Biwi Se Bachaao,2001,18 Jun 2001,Comedy | Musical | Family,Harry Baweja (story) | Anees Bazmee (screenplay) | Imtiaz Patel (dialogue),Rekha | Naseeruddin Shah | Arshad Warsi | Suman Ranganathan,Harry Baweja,0.0,1,Mujhe Meri Biwi Se Bachaao, 29 Jun 2001 , 126 min  ,Comedy,Disaster,45,"2,61,000","4,00,00,000","7,00,000","17,50,000","26,00,000","34,45,000","51,72,000","63,00,000","73,34,000",13.75,657.5,3.2402724623680115,484250.0,2.662246704101563,3.4147675335407253,6.0,170.0,1.59211003780365,28300.0,1.2016199827194214,1.61653995513916
17,tt0272736,Mujhse Dosti Karoge!,2002,09 Aug 2002,Musical | Romance | Drama,Aditya Chopra | Kunal Kohli,Rani Mukerji | Hrithik Roshan | Kareena Kapoor | Uday Chopra,Kunal Kohli,0.0,2,Mujhse Dosti Karoge!, 9 Aug 2002 , 148 min  ,Love Story,Flop,290,"62,81,000","12,00,00,000","1,16,00,000","3,58,00,000","6,28,00,000","9,52,14,000","15,32,89,000","21,10,00,000","33,61,30,000",21.75,1295.0,5.058982610702515,1571750.0,5.051334917545319,6.192237317562102,5.0,310.0,3.9842100143432617,112000.0,1.8248200416564941,4.074729919433589
18,tt0273406,Aashiq,2001,26 Jan 2001,Action | Comedy | Drama,Rajeev Kaul,Bobby Deol | Rahul Dev | Dinesh Hingoo | Vrajesh Hirjee,Indra Kumar,0.0,3,Aashiq, 26 Jan 2001 , 160 min  ,Love Story,Below Average,275,"69,53,000","9,00,00,000","90,00,000","2,39,00,000","4,37,00,000","4,71,33,500","8,33,85,500","17,45,00,000","18,75,20,000",12.0,345.0,1.81376251578331,211325.0,1.5417424738407135,2.3424699902534503,7.0,420.0,3.84210991859436,239000.0,2.770400047302246,4.12063980102539
19,tt0273535,Dil Ne Phir Yaad Kiya,2001,,Drama | Musical | Romance,,Sadashiv Amrapurkar | Vinay Anand | Pooja Batra | Govinda,Rajat Rawail,0.0,1,Dil Ne Phir Yaad Kiya, 7 Sep 2001 , 122 min  ,Love Story,Disaster,95,"5,06,000","3,00,00,000","13,00,000","33,00,000","52,00,000","56,10,000","88,40,000","1,20,00,000","1,22,36,250",10.666666666666666,336.6666666666667,1.8448600371678667,506233.33333333326,2.9555249214172363,2.6044700543085733,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
20,tt0274019,Pyaar Diwana Hota Hai,2002,26 Apr 2002,Romance,S.M. Ahale (screenplay) | Shashi (story) | Javed Siddiqui (dialogue),Rani Mukerji | Govinda | Om Puri | Laxmikant Berde,Kirti Kumar,0.0,1,Pyaar Diwana Hota Hai, 26 Apr 2002 , 148 min  ,Love Story,Disaster,90,"6,82,000","4,25,00,000","16,00,000","43,00,000","68,00,000","85,22,000","1,34,55,000","1,79,00,000","2,08,40,000",20.25,837.5,2.922212541103363,768775.0,2.9798375070095062,3.793822467327118,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
21,tt0275381,Grahan,2001,16 Feb 2001,Drama | Romance,,Jackie Shroff | Manisha Koirala | Anupama Verma | Prasad Purandhare,Shashilal K. Nair,0.0,1,Grahan, 16 Feb 2001 , 151 min  ,Drama,Disaster,60,"6,30,000","5,00,00,000","11,00,000","31,00,000","51,00,000","52,08,000","85,68,000","1,43,00,000","1,43,46,500",14.666666666666664,440.0,1.9869566361109416,259666.66666666663,2.0013899803161617,2.3229299783706634,3.0,140.0,2.894740104675293,1480.0,1.0019400119781494,2.84984993934631
22,tt0277981,Rahul,2001,23 Mar 2001,Drama,Farhan (dialogue) | Farhan (screenplay) | Anuradha Tiwari (screenplay),Neha | Rajeshwari Sachdev | Gulshan Grover | Nina Kulkarni,Prakash Jha,0.0,1,Rahul, 6 Apr 2001 , 153 min  ,Drama,Disaster,70,"4,69,000","2,75,00,000","7,75,000","27,00,000","48,00,000","44,55,000","79,20,000","1,62,00,000","1,62,00,000",33.0,950.0,1.8596800565719604,101000.0,1.2571300268173218,2.20642995834351,7.0,370.0,3.334589958190918,227000.0,2.681050062179565,3.607480049133299
23,tt0278291,Ajnabee,2001,21 Sep 2001,Crime | Mystery | Thriller,Robin Bhatt (screenplay) | Sanjeev Duggal (screenplay) | Shyam Goel (dialogue) | Shyam Goel (screenplay) | Neeraj Vora (screenplay) | Neeraj Vora (story),Akshay Kumar | Bobby Deol | Kareena Kapoor | Bipasha Basu,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0.0,4,Ajnabee, 21 Sep 2001 , 167 min  ,Thriller,Average,325,"1,07,21,000","17,00,00,000","1,65,00,000","4,78,00,000","8,07,00,000","9,27,82,000","15,31,83,000","28,83,00,000","31,83,00,000",37.25,1857.5,3.686519980430603,1542750.0,4.976524829864502,5.367392361164093,10.0,580.0,3.700000047683716,4295.0,1.0228950381278992,3.640475034713745
24,tt0278522,Jodi No.1,2001,13 Apr 2001,Comedy,Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Yunus Sajawal (screenplay),Sanjay Dutt | Govinda | Twinkle Khanna | Monica Bedi,David Dhawan,0.0,6,Jodi No.1, 13 Apr 2001 , 154 min  ,Comedy,Hit,285,"1,21,22,000","11,00,00,000","1,15,00,000","3,41,00,000","6,57,00,000","6,61,70,500","12,27,64,750","31,75,00,000","34,13,42,500",30.0,1210.0,2.9792699813842773,1495000.0,4.853339910507202,4.8941049575805655,11.0,670.0,3.9066998958587646,622000.0,5.622029781341553,4.740789890289308
25,tt0283911,Bas Itna Sa Khwaab Hai...,2001,06 Jul 2001,Romance,Mona Alvi (lyrics) | Goldie Behl (screenplay) | Goldie Behl (story) | Shrishti Behl | Manu Chopra | Tigmanshu Dhulia (dialogue) | Nida Fazli (lyrics) | Dev Kohli (lyrics) | Shyam Raj (lyrics),Rani Mukerji | Abhishek Bachchan | Sushmita Sen | Jackie Shroff,Goldie Behl,0.0,1,Bas Itna Sa Khwaab Hai..., 6 Jul 2001 , 168 min  ,Love Story,Disaster,165,"17,52,000","5,25,00,000","42,00,000","1,14,00,000","1,80,00,000","2,26,77,000","3,58,80,000","4,58,00,000","5,66,10,000",25.25,1110.0,3.165567487478256,632250.0,2.6276324689388275,3.731782495975495,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
26,tt0284328,Mujhe Kucch Kehna Hai,2001,25 May 2001,Romance,Rumi Jaffery (story) | A. Karunakaran (story),Tusshar Kapoor | Kareena Kapoor | Amrish Puri | Rinke Khanna,Satish Kaushik,0.0,7,Mujhe Kucch Kehna Hai, 25 May 2001 , 144 min  ,Love Story,Super Hit,225,"1,10,57,000","7,00,00,000","81,00,000","2,46,00,000","5,11,00,000","4,81,54,000","9,62,29,000","29,27,00,000","30,98,55,000",22.33333333333333,1333.3333333333333,4.982786655426025,1076666.666666667,3.7741298278172817,5.420893192291262,9.0,380.0,2.5789499282836914,97300.0,1.7153700590133667,2.6807799339294403
27,tt0285319,Paagalpan,2001,08 Jun 2001,Romance,Joy Augustine (story),Karan Nath | Aarti Agarwal | Vilas Ujawane | Bharat Dabholkar,Joy Augustine,0.0,1,Paagalpan, 8 Jun 2001 , 147 min  ,Love Story,Disaster,70,"7,61,000","2,25,00,000",None,None,"67,00,000",None,"1,10,55,000","1,70,00,000","1,70,46,750",16.41485507246378,715.5120137299773,2.9788738278193287,649043.6336765825,3.0152027458629536,3.5439428890778935,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
28,tt0287537,Love Ke Liye Kuch Bhi Karega,2001,29 Jun 2001,Comedy | Crime | Romance,Rajnish Thakur,Saif Ali Khan | Fardeen Khan | Aftab Shivdasani | Sonali Bendre,Eeshwar Nivas,0.0,2,Love Ke Liye Kuch Bhi Karega, 29 Jun 2001 , 139 min  ,Comedy,Flop,180,"33,32,000","5,75,00,000","57,00,000","1,67,00,000","2,89,50,000","3,28,24,000","5,56,31,500","9,28,00,000","10,33,75,000",21.66666666666667,913.3333333333335,3.107426643371582,685666.6666666665,2.7654367287953696,3.777183294296267,6.0,150.0,1.3552600145339966,35100.0,1.2522499561309814,1.39509999752045
29,tt0288273,Uljhan,2001,04 May 2001,Drama,Sayed Sultan,Puru Rajkumar | Dipti Bhatnagar | Kanchan | Laxmikant Berde,Rajan Johri,0.0,1,Uljhan, 4 May 2001 , 145 min  ,Drama,Disaster,75,"4,67,000","1,75,00,000",None,None,"40,00,000",None,"66,40,000","96,00,000","96,00,000",4.5,120.0,1.586954951286316,14550.0,1.0716400146484375,1.6399049758911148,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
30,tt0289845,Aks,2001,13 Jul 2001,Thriller | Mystery,Renzil D'Silva (story) | Rakeysh Omprakash Mehra (screenplay) | Rakeysh Omprakash Mehra (story) | Kamlesh Pandey (dialogue) | Kamlesh Pandey (script),Amitabh Bachchan | Raveena Tandon | Manoj Bajpayee | Nandita Das,Rakeysh Omprakash Mehra,0.0,2,Aks, 13 Jul 2001 , 180 min  ,Thriller,Flop,250,"48,57,000","10,00,00,000","1,00,00,000","2,97,00,000","5,15,00,000","5,97,66,000","9,99,15,000","13,43,00,000","15,42,75,000",22.25,790.0,1.9191575050354004,943500.0,3.430590003728866,3.4790499806404123,4.0,280.0,4.5526299476623535,29900.0,1.2135399580001829,4.51050996780396
31,tt0292490,Dil Chahta Hai,2001,24 Jul 2001,Comedy | Drama,Farhan Akhtar (story) | Kassim Jagmagia (story),Aamir Khan | Saif Ali Khan | Akshaye Khanna | Preity Zinta,Farhan Akhtar,0.0,4,Dil Chahta Hai, 10 Aug 2001 , 185 min  ,Drama,Average,210,"1,02,52,000","14,00,00,000","90,00,000","2,77,00,000","5,73,00,000","6,24,32,000","11,79,13,000","33,28,00,000","39,71,90,000",16.75,997.5,5.371024966239929,1301750.0,4.354797601699828,5.9730975031852696,4.0,290.0,4.730259895324707,742000.0,6.5154900550842285,5.71972990036011
32,tt0292740,Yeh Raaste Hain Pyaar Ke,2001,10 Aug 2001,Romance |Drama,Robin Bhatt | Deepak S. Shivdasani,Ajay Devgn | Madhuri Dixit | Preity Zinta | Vikram Gokhale,Deepak S. Shivdasani,0.0,2,Yeh Raaste Hain Pyaar Ke, 10 Aug 2001 , 161 min  ,Love Story,Flop,275,"49,08,000","8,50,00,000","83,00,000","2,44,00,000","4,25,50,000","5,32,30,000","8,87,85,000","13,20,00,000","15,69,10,000",19.75,915.0,3.153670072555542,1194725.0,4.078694939613341,4.55200755596161,3.0,130.0,2.65789008140564,14700.0,1.1003700494766235,2.63774991035461
33,tt0293342,Lajja,2001,19 Sep 2001,Drama | Musical | Crime,Ranjit Kapoor (dialogue) | Ashok Rawat (associate script) | Rajkumar Santoshi (dialogue) | Rajkumar Santoshi (screenplay) | Rajkumar Santoshi (story),Rekha | Anil Kapoor | Jackie Shroff | Madhuri Dixit,Rajkumar Santoshi,0.0,2,Lajja, 31 Aug 2001 , 182 min  ,Drama,Flop,315,"97,64,000","22,00,00,000","1,34,00,000","3,92,00,000","7,16,00,000","9,73,52,500","16,33,00,000","26,97,00,000","34,29,37,500",15.0,560.0,2.9542975127696987,1264750.0,4.25934249162674,4.541337549686434,7.0,310.0,2.725559949874878,42300.0,1.3058600425720217,2.7439899444580096
34,tt0294662,Kaante,2002,20 Dec 2002,Action | Crime | Drama,Sanjay Gupta | Vinay | Yash | Milap Zaveri (dialogue),Amitabh Bachchan | Sanjay Dutt | Sunil Shetty | Mahesh Manjrekar,Sanjay Gupta,0.0,3,Kaante, 20 Dec 2002 , 148 min  ,Action,Below Average,450,"1,01,58,000","30,00,00,000","2,04,00,000","5,87,00,000","10,38,00,000","13,01,34,000","21,49,56,000","33,12,00,000","42,96,00,000",36.25,1477.5,3.0334050059318542,1236950.0,4.187629997730254,4.5455474853515625,5.0,180.0,2.1368401050567627,937000.0,7.96737003326416,3.4702699184417702
35,tt0295603,Shirdi Sai Baba,2001,07 Sep 2001,Drama | Mystery,Pandurang Dixit | Vikas Kapoor (story),Sudhir Dalvi | Dharmendra | Vikram Gokhale | Rohini Hattangadi,Deepak Balraj Vij,0.0,1,Shirdi Sai Baba, 7 Sep 2001 , 152 min  ,Devotional,Disaster,60,"3,13,000","3,25,00,000","6,25,000","17,00,000","26,00,000","32,58,000","49,69,000","67,00,000","76,40,000",6.333333333333332,170.0,1.5357133547465007,168300.0,1.6478300094604492,1.9314166704813664,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
36,tt0296574,Company,2002,15 Apr 2002,Action | Crime | Thriller,Jaideep Sahni,Ajay Devgn | Mohanlal | Manisha Koirala | Seema Biswas,Ram Gopal Varma,0.0,4,Company, 12 Apr 2002 , 155 min  ,Action,Average,295,"76,29,000","9,50,00,000","1,18,00,000","3,47,00,000","6,01,00,000","6,61,70,500","11,07,51,500","22,66,00,000","25,02,43,750",25.0,1020.0,2.4174399773279824,1018700.0,3.624586582183838,3.8735999266306536,17.0,680.0,2.4210500717163086,934000.0,7.945040225982666,3.74349999427795
37,tt0297983,Ittefaq,2001,14 Sep 2001,Action | Drama | Thriller,Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story) | Sameer (lyrics),Sunil Shetty | Mukul Dev | Pooja Batra | Anupama Verma,Sanjay Khanna,0.0,1,Ittefaq, 3 Nov 2017 , 107 min  ,Thriller,Flop,1100,"23,41,000","29,00,00,000","3,69,00,000","14,82,00,000","20,84,00,000","26,68,35,000","36,76,70,000","35,72,00,000","35,72,00,000",13.5,460.0,1.8297750353813167,140000.0,2.4412500858306885,1.8207450211048128,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
38,tt0297983,Ittefaq,2001,14 Sep 2001,Action | Drama | Thriller,Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story) | Sameer (lyrics),Sunil Shetty | Mukul Dev | Pooja Batra | Anupama Verma,Sanjay Khanna,0.0,1,Ittefaq, 14 Sep 2001 , 145 min  ,Action,Disaster,160,"13,62,000","4,00,00,000","36,00,000","93,00,000","1,46,00,000","1,59,03,000","2,49,66,000","3,28,00,000","3,29,41,750",13.5,460.0,1.8297750353813167,140000.0,2.4412500858306885,1.8207450211048128,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
39,tt0298606,Yeh Teraa Ghar Yeh Meraa Ghar,2001,12 Oct 2001,Comedy | Drama,Priyadarshan (story) | Neeraj Vora (dialogue) | Neeraj Vora (screenplay),Sunil Shetty | Mahima Chaudhry | Paresh Rawal | Saurabh Shukla,Priyadarshan,0.0,2,Yeh Teraa Ghar Yeh Meraa Ghar, 12 Oct 2001 , 160 min  ,Comedy,Flop,165,"24,18,000","6,25,00,000","54,00,000","1,59,00,000","2,59,50,000","2,97,54,000","4,81,17,000","6,41,00,000","7,15,40,000",23.25,985.0,3.048522531986237,227650.0,1.5838575065135956,3.0702000260353075,19.0,1050.0,3.505539894104004,277000.0,3.053329944610596,3.84717988967896
40,tt0298607,Yeh Zindagi Ka Safar,2001,16 Nov 2001,Drama,Gajra Kottary,Ameesha Patel | Jimmy Shergill | Nafisa Ali | Gulshan Grover,Tanuja Chandra,0.0,1,Yeh Zindagi Ka Safar, 16 Nov 2001 , 134 min  ,Drama,Disaster,65,"5,24,000","2,75,00,000","16,00,000","40,00,000","61,50,000","78,80,000","1,19,50,500","1,38,00,000","1,62,00,000",19.25,660.0,2.5967124998569493,121500.0,1.414496660232544,2.5146350264549246,3.0,60.0,1.0,64400.0,1.4704099893569946,1.09071004390717
41,tt0300028,Indian,2001,26 Oct 2001,Action | Crime | Drama,Sanjay Masoom (dialogue),Malaika Arora | Raj Babbar | Rana Jung Bahadur | Balwant Bansal,N. Maharajan,0.0,6,Indian, 26 Oct 2001 , 174 min  ,Action,Hit,375,"1,60,42,000","15,00,00,000","1,80,00,000","5,16,00,000","9,08,00,000","9,51,60,000","16,51,60,000","41,07,00,000","42,60,60,000",8.5,385.0,3.2092400789260864,138550.0,1.3539999723434448,3.030790090560915,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
42,tt0301179,Deewaanapan,2001,16 Nov 2001,Romance |Drama,Rajesh Singh (dialogue script),Arjun Rampal | Dia Mirza | Vinod Khanna | Om Puri,Ashu Trikha,0.0,2,Deewaanapan, 16 Nov 2001 , 153 min  ,Love Story,Flop,200,"32,21,000","6,00,00,000","48,00,000","1,38,00,000","2,39,00,000","2,46,24,000","4,25,52,000","8,56,00,000","8,89,60,000",20.0,790.0,3.111072540283203,897250.0,3.3112775087356567,4.090349972248075,6.0,130.0,1.1184200048446655,4020.0,1.0208499431610107,1.1185599565506
