movie_name,release_date,runtime,genre,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross
Vishwa Vidhaata, 14 Nov 1997 , 149 min  ,Drama,Disaster,115,"13,06,000","2,00,00,000","21,00,000","57,00,000","91,00,000","97,47,000","1,55,61,000","2,20,00,000","2,25,25,000"
Sandwich, 25 Aug 2006 , 147 min  ,Comedy,Disaster,90,"1,56,000","10,00,00,000","8,50,000","23,00,000","34,00,000","32,89,000","48,62,000","68,00,000","68,00,000"
Fugly, 13 Jun 2014 , 134 min  ,Drama,Flop,950,"11,47,000","18,00,00,000","2,00,00,000","6,52,00,000","9,96,00,000","8,97,03,500","13,66,50,500","14,32,00,000","14,82,78,750"
Mafia, 24 May 1996 , 140 min  ,Action,Average,125,"41,02,000","2,00,00,000","34,00,000","93,00,000","1,59,00,000","1,58,10,000","2,70,30,000","5,44,00,000","5,49,25,000"
Hamara Dil Aapke Paas Hai, 25 Aug 2000 , 165 min  ,Drama,Hit,225,"98,25,000","9,00,00,000","77,00,000","2,49,00,000","4,92,00,000","6,10,26,750","10,96,14,000","24,68,00,000","30,26,15,000"
Ek Bhool Choti Si, 26 Mar 2004 , 115 min  ,Drama,Disaster,1,"16,600","10,00,000",None,None,None,None,"3,75,000","3,75,000","3,75,000"
Muqadar, 12 Jul 1996 , 148 min  ,Action,Average,150,"54,27,000","2,75,00,000","47,00,000","1,29,00,000","2,10,00,000","2,18,01,000","3,54,90,000","7,43,00,000","7,51,93,750"
Tera Mera Saath Rahen, 16 Nov 2001 , 149 min  ,Drama,Disaster,175,"19,46,000","5,75,00,000","43,00,000","1,21,00,000","1,95,50,000","2,26,90,000","3,62,29,750","5,08,00,000","5,65,30,000"
Needar - The Fearless, 17 Oct 2014 , 120 min  ,Drama,Disaster,10,"9,300","50,00,000",None,None,None,None,"4,76,000","4,75,000","4,75,000"
Rang De Basanti, 26 Jan 2006 , 155 min  ,Drama,Hit,600,"1,30,14,000","28,00,00,000","3,12,00,000","7,69,00,000","15,35,00,000","17,95,98,000","30,94,90,000","75,16,00,000","97,90,80,000"
Imtihan, 11 Mar 1994 , 152 min  ,Drama,Flop,135,"60,52,000","1,90,00,000","27,00,000","78,00,000","1,38,25,000","1,43,52,000","2,54,38,000","5,68,00,000","5,86,75,000"
Lakme, 2 Jun 2017 , 110 min  ,Adult,Disaster,2,"1,375",None,None,None,None,None,"75,000","75,000","75,000"
Elaan, 14 Jan 2005 , 158 min  ,Action,Disaster,375,"25,64,000","15,00,00,000","1,16,00,000","3,06,00,000","4,65,00,000","5,23,29,000","7,84,87,500","10,83,00,000","12,93,97,500"
Soch Lo, 27 Aug 2010 , 117 min  ,Mystery,Disaster,20,"1,950","2,00,00,000","30,000","95,000","1,25,000","1,26,350","1,66,250","1,80,000","1,80,000"
Rajula - A Tale From The Himalayas, 18 Oct 2013 , 113 min  ,Drama,Disaster,10,"3,000","25,00,000","75,000","3,00,000","4,25,000","3,84,000","5,44,000","5,75,000","5,75,000"
Dil Mein Basakar Dekho, 12 Nov 2004 , 0 min  ,Love Story,Disaster,1,"9,250","35,00,000",None,None,None,None,"4,00,000","4,00,000","4,00,000"
I Don't Luv U, 17 May 2013 , 116 min  ,Love Story,Disaster,200,"79,800","2,00,00,000","9,00,000","31,00,000","43,50,000","42,16,000","59,16,000","70,00,000","70,00,000"
Aabra Ka Daabra 3D, 24 Dec 2004 , 144 min  ,Sci Fi / Fantasy,Disaster,70,"1,63,000","8,00,00,000","14,00,000","40,00,000","60,00,000","57,60,000","86,40,000","1,06,00,000","1,06,00,000"
Bheja Fry 2, 17 Jun 2011 , 129 min  ,Comedy,Below Average,575,"11,56,000","9,50,00,000","1,95,00,000","5,76,00,000","8,20,00,000","7,89,12,000","11,23,40,000","12,49,00,000","12,49,00,000"
Nanak Shah Fakir, 17 Apr 2015 , 144 min  ,Devotional,Disaster,275,"61,700",None,"13,00,000","49,00,000","72,50,000","1,45,60,500","95,70,000","98,00,000","98,00,000"
Memsahab, 20 Jun 2008 , 125 min  ,Drama,Disaster,20,"56,800","1,75,00,000","2,50,000","7,75,000","10,50,000","11,00,500","14,91,000","18,75,000","18,75,000"
Milenge Milenge, 9 Jul 2010 , 123 min  ,Love Story,Flop,775,"10,28,000","12,00,00,000","1,21,00,000","3,95,00,000","5,66,00,000","7,38,55,000","10,57,42,000","8,98,00,000","12,62,25,000"
Mumbai Se Aaya Mera Dost, 22 Aug 2003 , 140 min  ,Drama,Disaster,200,"10,52,000","6,50,00,000","52,00,000","1,43,00,000","2,11,00,000","2,62,25,250","3,84,59,250","3,80,00,000","4,66,92,500"
Bollywood Villa, 4 Jul 2014 , 124 min  ,Mystery,Disaster,1,"17,100","80,00,000",None,None,None,None,"8,28,000","8,25,000","8,25,000"
Bunty Aur Babli, 27 May 2005 , 164 min  ,Comedy,Super Hit,475,"1,12,63,000","12,50,00,000","2,91,00,000","8,96,00,000","14,37,00,000","17,31,06,000","27,36,38,000","51,43,00,000","63,74,05,000"
Qahar, 5 Dec 1997 , 159 min  ,Action,Average,200,"59,73,000","4,00,00,000","61,00,000","1,65,00,000","2,85,00,000","2,87,10,000","4,95,90,000","10,61,00,000","10,72,92,500"
Ishqiya, 29 Jan 2010 , 149 min  ,Rom - Com,Semi Hit,600,"35,90,000","19,00,00,000","2,49,00,000","9,52,00,000","14,01,00,000","13,77,97,000","20,20,98,500","30,15,00,000","31,81,50,000"
Gabbar Singh, 6 Apr 2007 , 111 min  ,Action,Disaster,10,"79,600","30,00,000",None,None,None,None,"22,05,000","22,00,000","22,00,000"
Hind Ka Napak Ko Jawab - MSG Lion Heart-2, 10 Feb 2017 , 130 min  ,Action,Flop,525,"9,37,000","12,00,00,000","85,00,000","2,86,04,000","4,29,00,000","3,80,38,000","5,70,57,000","14,28,00,000","14,36,07,000"
Rooh, 20 Mar 2009 , 153 min  ,Horror,Disaster,10,"20,150","1,25,00,000","1,25,000","3,75,000","5,00,000","5,17,500","6,90,000","8,25,000","8,25,000"
Andaz Apna Apna, 4 Nov 1994 , 157 min  ,Comedy,Flop,140,"58,14,000","2,90,00,000","31,00,000","92,00,000","1,67,50,000","1,41,68,000","2,57,95,000","8,18,00,000","8,65,25,000"
Masti Nahi Sasti, 28 Apr 2017 , 0 min  ,Comedy,Disaster,5,"2,375",None,None,None,None,None,"1,50,000","1,50,000","1,50,000"
Prem Shakti, 25 Feb 1994 , 146 min  ,Drama,Disaster,95,"25,18,000","1,40,00,000","12,75,000","40,00,000","68,75,000","73,60,000","1,26,50,000","2,25,00,000","2,27,18,750"
Mumbai 125 KM, 17 Oct 2014 , 99 min  ,Horror,Disaster,1000,"2,20,000","11,00,00,000","37,00,000","1,19,00,000","1,79,00,000","1,60,65,000","2,41,65,000","2,45,00,000","2,45,00,000"
Guzaarish, 19 Nov 2010 , 126 min  ,Drama,Disaster,1300,"42,16,000","74,00,00,000","3,82,00,000","13,78,00,000","21,54,00,000","25,13,48,500","38,60,98,000","40,38,00,000","54,89,45,000"
Zubeidaa, 19 Jan 2001 , 153 min  ,Drama,Disaster,70,"20,32,000","5,00,00,000","19,00,000","64,00,000","1,21,00,000","1,99,24,000","3,35,71,000","5,76,00,000","8,55,00,000"
Angaara, 13 Sep 1996 , 128 min  ,Action,Flop,130,"29,71,000","2,25,00,000","31,00,000","86,00,000","1,41,50,000","1,46,20,000","2,40,55,000","4,12,00,000","4,16,64,750"
Ki & Ka, 1 Apr 2016 , 126 min  ,Rom - Com,Semi Hit,1600,"48,74,000","35,00,00,000","7,22,00,000","24,95,00,000","37,28,00,000","46,60,05,000","69,73,39,000","71,37,00,000","99,30,00,000"
Dil Jo Bhi Kahey, 23 Sep 2005 , 135 min  ,Love Story,Disaster,150,"3,58,000","6,25,00,000","36,00,000","99,00,000","1,47,00,000","2,09,77,000","3,07,01,000","2,42,00,000","3,98,20,000"
Dus Tola, 22 Oct 2010 , 123 min  ,Comedy,Disaster,175,"20,700","6,25,00,000","3,00,000","9,75,000","13,50,000","13,45,500","18,63,000","19,50,000","19,50,000"
Newton, 22 Sep 2017 , 106 min  ,Drama,Semi Hit,450,"18,25,000",None,"93,00,000","6,81,00,000","11,64,00,000","8,92,11,000","15,24,84,000","29,12,00,000","29,12,00,000"
Shraddha Shakti Jai Ambe Maa, 2 Dec 2005 , 0 min  ,Devotional,Disaster,1,"1,225","10,00,000",None,None,"25,000",None,"35,000","35,000","35,000"
Laawaris, 5 Mar 1999 , 158 min  ,Drama,Flop,135,"21,58,000","3,50,00,000","31,00,000","88,00,000","1,44,00,000","1,58,98,000","2,58,99,000","4,44,00,000","4,63,12,500"
Paheli, 24 Jun 2005 , 140 min  ,Drama,Below Average,350,"38,19,000","14,00,00,000","2,02,00,000","5,76,00,000","8,75,00,000","14,03,64,000","20,38,65,000","18,49,00,000","32,45,35,000"
Kaam Granth, 9 Nov 2001 , 126 min  ,Drama,Disaster,6,"54,900","25,00,000",None,None,None,None,"10,25,000","10,25,000","10,25,000"
Dum, 24 Jan 2003 , 151 min  ,Action,Flop,250,"25,54,000","7,75,00,000","53,00,000","1,59,00,000","2,75,50,000","2,99,19,000","5,05,95,500","8,09,00,000","9,07,40,000"
Pyaar Impossible!, 8 Jan 2010 , 145 min  ,Rom - Com,Flop,425,"8,55,000","14,00,00,000","95,00,000","3,48,00,000","5,16,00,000","5,31,36,000","7,81,99,500","8,09,00,000","8,95,45,000"
Love Songs, 28 Mar 2008 , 94 min  ,Drama,Disaster,18,"12,200","50,00,000","1,25,000","4,50,000","6,75,000","5,94,000","8,91,000","11,25,000","11,25,000"
Alibaba Aur 40 Chor, 10 Dec 2004 , 121 min  ,Action,Disaster,30,"1,56,000","1,50,00,000","4,50,000","12,50,000","19,00,000","18,12,500","27,55,000","50,00,000","50,35,200"
Meri Marzi, 17 Jun 2011 , 124 min  ,Drama,Disaster,1,850,"40,00,000",None,None,"25,000",None,"35,000","35,000","35,000"
Aao Pyar Karen, 25 Nov 1994 , 148 min  ,Love Story,Flop,115,"20,71,000","1,00,00,000","18,50,000","53,00,000","89,75,000","88,51,000","1,49,88,250","2,39,00,000","2,43,72,500"
Vadiyan, 15 Sep 2017 , 135 min  ,Thriller,Disaster,3,925,None,None,None,None,None,"60,000","60,000","60,000"
The Last Tale Of Kayenaat, 25 Nov 2016 , 136 min  ,Horror,Disaster,5,"31,400",None,None,None,None,None,"24,96,000","25,00,000","25,00,000"
Police Station, 4 Jul 1997 , 134 min  ,Drama,Disaster,10,"1,01,000","20,00,000",None,None,None,None,"13,76,000","13,75,000","13,75,000"
Mann, 9 Jul 1999 , 181 min  ,Love Story,Average,260,"1,19,83,000","14,00,00,000","1,09,00,000","3,38,00,000","6,10,00,000","7,90,85,000","13,57,05,000","28,32,00,000","35,45,62,500"
Love U Crazy Girl, 11 Apr 2014 , 0 min  ,Adult,Disaster,1,"22,800","25,00,000",None,None,None,None,"10,01,000","10,00,000","10,00,000"
Naughty @ 40, 29 Apr 2011 , 109 min  ,Comedy,Disaster,425,"2,82,000","10,00,00,000","28,00,000","85,00,000","1,21,50,000","1,19,00,000","1,70,10,000","1,94,00,000","1,94,00,000"
Bhoot Unkle, 13 Oct 2006 , 125 min  ,Drama,Disaster,20,"9,775","2,50,00,000","1,00,000","2,75,000","4,00,000","3,05,250","4,44,000","5,00,000","5,00,000"
Chhote Sarkar, 22 Nov 1996 , 149 min  ,Thriller,Flop,185,"41,64,000","4,00,00,000","47,00,000","1,34,00,000","2,15,50,000","2,30,48,000","3,70,66,000","6,75,00,000","6,89,30,000"
Prarambh - The Beginning, 13 Aug 2004 , 83 min  ,Drama,Disaster,10,"2,550","25,00,000","25,000","75,000","1,00,000","1,11,000","1,48,000","1,85,000","1,85,000"
Kaccha Limboo, 18 Feb 2011 , 119 min  ,Drama,Disaster,75,"7,650","1,50,00,000","1,25,000","4,00,000","5,65,000","5,60,000","7,91,000","8,25,000","8,25,000"
Money Hai Toh Honey Hai, 25 Jul 2008 , 142 min  ,Comedy,Disaster,525,"9,43,000","18,00,00,000","69,00,000","2,26,00,000","3,32,00,000","3,67,26,500","5,35,85,500","5,37,00,000","6,26,25,000"
Sar Ankhon Par, 15 Oct 1999 , 130 min  ,Drama,Disaster,15,"86,500","1,00,00,000","1,50,000","5,50,000","7,50,000","9,18,375","12,54,900","16,50,000","16,71,750"
Killer Boys, 6 Nov 2015 , 0 min  ,Drama,Disaster,10,"8,400",None,None,None,None,None,"4,26,000","4,25,000","4,25,000"
Jab Harry Met Sejal, 4 Aug 2017 , 143 min  ,Rom - Com,Flop,3200,"55,49,000","1,19,00,00,000","14,69,00,000","43,28,00,000","57,71,00,000","96,47,12,000","1,28,97,39,000","80,11,00,000","1,47,75,80,000"
Veer Zaara, 12 Nov 2004 , 192 min  ,Love Story,Super Hit,625,"1,33,53,000","23,00,00,000","2,46,00,000","9,78,00,000","17,57,00,000","23,99,10,000","39,87,65,000","60,65,00,000","97,64,00,000"
Love Aur Sex, 20 Aug 2010 , 0 min  ,Adult,Disaster,2,"99,100","50,00,000",None,None,None,None,"31,00,000","31,00,000","31,00,000"
Siskiyaan, 30 Sep 2005 , 106 min  ,Thriller,Disaster,65,"78,800","2,25,00,000","7,25,000","21,00,000","30,50,000","29,40,000","42,70,000","53,00,000","53,00,000"
Thanks Maa, 5 Mar 2010 , 137 min  ,Drama,Disaster,125,"21,300","2,50,00,000","3,25,000","10,75,000","14,30,000","14,72,750","19,59,100","20,00,000","20,00,000"
Deewana Main Deewana, 1 Feb 2013 , 129 min  ,Love Story,Disaster,200,"71,600","5,00,00,000","3,00,000","9,00,000","24,50,000","12,15,000","33,07,500","44,00,000","44,00,000"
Leke Ishq Main Risk Sanam, 27 Mar 2015 , 104 min  ,Drama,Disaster,2,"12,500",None,None,None,None,None,"5,25,000","5,25,000","5,25,000"
Jo Dooba So Paar, 14 Oct 2011 , 93 min  ,Comedy,Disaster,200,"33,600","6,00,00,000","5,25,000","17,00,000","24,00,000","23,46,000","33,12,000","34,50,000","34,50,000"
Laila - A Mystery, 1 Apr 2005 , 119 min  ,Adult,Flop,125,"5,76,000","1,50,00,000","19,00,000","52,00,000","81,00,000","73,32,000","1,14,21,000","2,07,00,000","2,07,00,000"
Bajatey Raho, 26 Jul 2013 , 107 min  ,Comedy,Flop,875,"6,74,000","15,00,00,000","91,00,000","3,32,00,000","5,04,00,000","5,14,20,000","7,73,40,000","7,38,00,000","8,43,00,000"
All The Best - Fun Begins, 16 Oct 2009 , 144 min  ,Comedy,Average,1300,"72,64,000","41,00,00,000","1,82,00,000","12,38,00,000","22,14,00,000","19,05,00,250","33,74,44,500","57,06,00,000","61,77,75,000"
Andaaz, 23 May 2003 , 147 min  ,Love Story,Hit,300,"79,71,000","9,25,00,000","1,44,00,000","4,39,00,000","6,97,00,000","8,38,26,000","13,13,93,000","25,31,00,000","28,81,62,500"
Club 60, 6 Dec 2013 , 136 min  ,Drama,Disaster,150,"26,800","5,00,00,000","6,00,000","22,00,000","32,00,000","29,48,000","42,88,000","43,00,000","43,00,000"
Maseeha, 13 Dec 2002 , 120 min  ,Action,Disaster,75,"7,16,000","4,50,00,000","19,00,000","51,00,000","77,50,000","83,64,000","1,27,10,000","1,89,00,000","1,90,20,000"
Contract, 18 Jul 2008 , 124 min  ,Thriller,Flop,350,"5,56,000","7,50,00,000","58,00,000","1,90,00,000","2,53,50,000","2,60,30,000","3,47,29,500","3,64,00,000","3,64,00,000"
Land Gold Women, 2 Dec 2011 , 98 min  ,Drama,Disaster,10,750,"90,00,000",None,None,"70,000",None,"95,200","95,000","95,000"
MP3 - Mera Pehla Pehla Pyaar, 8 Jun 2007 , 112 min  ,Love Story,Disaster,90,"1,44,500","4,50,00,000","14,00,000","49,00,000","70,00,000","67,62,000","96,60,000","1,26,00,000","1,26,00,000"
Cocktail - The Deadly Combination, 14 Sep 2007 , 116 min  ,Drama,Disaster,3,"21,200","60,00,000","75,000","2,25,000","3,00,000","3,24,000","4,32,000","6,50,000","6,50,000"
Krishna Aur Kans, 3 Aug 2012 , 118 min  ,Animation,Disaster,200,"1,14,500","12,00,00,000","11,00,000","43,00,000","65,00,000","50,74,000","76,70,000","1,16,00,000","1,16,00,000"
Hota Hai Dil Pyaar Mein Paagal, 6 Oct 2006 , 119 min  ,Love Story,Disaster,5,"4,625","1,00,00,000","25,000","75,000","1,00,000","1,05,000","1,40,000","1,75,000","1,75,000"
Yeh Zindagi Ka Safar, 16 Nov 2001 , 134 min  ,Drama,Disaster,65,"5,24,000","2,75,00,000","16,00,000","40,00,000","61,50,000","78,80,000","1,19,50,500","1,38,00,000","1,62,00,000"
Tu Bal Brahmachari Main Hoon Kanya Kunwari, 2 Jan 2004 , 125 min  ,Drama,Disaster,5,"31,900","50,00,000","1,00,000","2,75,000","4,00,000","4,12,500","6,00,000","8,25,000","8,25,000"
Pyaar Ka Punchnama, 20 May 2011 , 150 min  ,Rom - Com,Average,550,"15,88,000","9,75,00,000","94,00,000","3,23,00,000","5,44,00,000","4,36,05,000","7,34,40,000","17,03,00,000","17,03,00,000"
Ram Gopal Varma Ki Aag, 31 Aug 2007 , 172 min  ,Action,Disaster,875,"18,83,000","21,00,00,000","1,72,00,000","4,96,00,000","6,98,00,000","8,39,29,000","11,76,77,000","10,30,00,000","12,73,00,000"
Ranchi Diaries, 13 Oct 2017 , 96 min  ,Drama,Disaster,575,"73,300","4,25,00,000","14,00,000","59,00,000","85,00,000","76,11,000","1,09,65,000","1,11,00,000","1,11,00,000"
Sanjay, 15 Sep 1995 , 144 min  ,Drama,Disaster,100,"15,38,000","2,00,00,000","16,25,000","47,00,000","77,50,000","78,49,000","1,29,42,500","2,04,00,000","2,05,68,750"
Aman Ke Farisshtey, 13 May 2016 , 137 min  ,Action,Disaster,5,"9,000","70,00,000",None,None,None,None,"7,50,750","7,50,000","7,50,000"
Kash... Aap Hamare Hote, 14 Feb 2003 , 150 min  ,Love Story,Disaster,60,"5,50,000","5,00,00,000","16,00,000","42,00,000","63,50,000","74,19,000","1,12,10,000","1,53,00,000","1,64,93,750"
Saali Gharwali Aur Baharwali, 27 Jul 2001 , 0 min  ,Comedy,Disaster,1,"64,000","10,00,000",None,None,None,None,"11,47,500","11,50,000","11,50,000"
Mr Ya Miss, 2 Dec 2005 , 133 min  ,Comedy,Flop,175,"6,95,000","4,75,00,000","69,00,000","1,85,00,000","2,69,00,000","2,74,26,250","3,98,16,750","4,35,00,000","4,53,50,000"
Sulemani Keeda, 5 Dec 2014 , 89 min  ,Rom - Com,Disaster,45,"18,550","35,00,000",None,None,"19,00,000",None,"25,46,000","33,25,000","33,25,000"
Bhootni, 31 Mar 2000 , 112 min  ,Horror,Disaster,8,"61,700","25,00,000",None,None,None,None,"10,50,000","10,50,000","10,50,000"
Zakhm, 25 Dec 1998 , 124 min  ,Drama,Flop,140,"31,19,000","4,00,00,000","32,00,000","1,05,00,000","1,85,50,000","1,88,07,500","3,30,49,500","7,11,00,000","7,45,00,000"
Sher Khan, 25 Sep 1998 , 137 min  ,Action,Disaster,55,"5,45,000","1,00,00,000","7,00,000","18,50,000","31,00,000","31,82,000","53,32,000","90,00,000","90,84,500"
Chaar Cutting, 29 May 2015 , 77 min  ,Drama,Disaster,15,"1,275",None,None,None,None,None,"3,10,500","3,10,000","3,10,000"
Any Time Money, 10 Jun 2016 , 127 min  ,Drama,Disaster,1,"1,475",None,None,None,None,None,"99,750","1,00,000","1,00,000"
<<<, 22 Jul 2016 , 0 min  ,,,0,--,None,None,None,None,None,--,None,None
Aatma, 22 Mar 2013 , 90 min  ,Horror,Flop,1300,"10,93,000","11,00,00,000","1,63,00,000","5,52,00,000","8,02,00,000","7,50,72,000","10,90,72,000","11,36,00,000","11,36,00,000"
Yeh Figure Hai, 12 Jan 2007 , 71 min  ,Adult,Disaster,1,"21,700","12,50,000",None,None,None,None,"5,99,250","6,00,000","6,00,000"
Suno Na... Ek Nanhi Aawaz, 15 May 2009 , 114 min  ,Drama,Disaster,25,"2,675","1,00,00,000","40,000","1,35,000","1,85,000","1,86,300","2,55,300","2,70,000","2,70,000"
Dhan Dhana Dhan Goal, 23 Nov 2007 , 158 min  ,Drama,Flop,650,"28,59,000","19,00,00,000","2,05,00,000","6,43,00,000","9,55,00,000","10,28,92,000","15,14,27,500","19,24,00,000","21,72,43,750"
Na Tum Jaano Na Hum, 10 May 2002 , 161 min  ,Love Story,Disaster,200,"43,29,000","14,00,00,000","81,00,000","2,46,00,000","4,33,50,000","6,22,81,500","10,10,75,250","13,34,00,000","19,28,75,000"
Lal Salaam, 3 May 2002 , 131 min  ,Drama,Disaster,55,"3,38,000","1,25,00,000","8,50,000","23,00,000","35,25,000","37,26,000","57,10,500","84,00,000","84,00,000"
Shool, 5 Nov 1999 , 137 min  ,Drama,Flop,160,"36,93,000","5,00,00,000","42,00,000","1,37,00,000","2,43,00,000","2,34,51,000","4,14,76,500","8,45,00,000","8,58,05,000"
Krodh, 17 Mar 2000 , 160 min  ,Drama,Flop,225,"39,73,000","4,25,00,000","70,00,000","1,91,00,000","3,20,00,000","3,29,05,000","5,50,52,500","8,74,00,000","8,87,05,000"
Nar Naari, 30 Apr 2004 , 89 min  ,Drama,Disaster,1,"28,600","10,00,000",None,None,None,None,"6,50,250","6,50,000","6,50,000"
Gaja Gamini, 1 Dec 2000 , 122 min  ,Drama,Disaster,7,"50,200","2,50,00,000","1,25,000","3,75,000","6,00,000","6,26,250","10,02,000","18,00,000","18,00,000"
Garma Garam Garam Masala, 6 Mar 2015 , 114 min  ,Adult,Disaster,3,"9,750",None,None,None,None,None,"3,74,000","3,75,000","3,75,000"
Ek Baar Aao Na, 16 Jun 2006 , 78 min  ,Adult,Disaster,1,"20,400","15,00,000",None,None,None,None,"5,51,250","5,50,000","5,50,000"
Sai vs I, 7 Jul 2017 , 103 min  ,Drama,Disaster,5,"10,500",None,None,None,None,None,"8,47,000","8,50,000","8,50,000"
Maximum, 29 Jun 2012 , 146 min  ,Thriller,Disaster,625,"4,44,000","15,00,00,000","56,00,000","2,08,00,000","2,94,00,000","2,82,88,000","3,99,84,000","4,12,00,000","4,12,00,000"
Aatish, 17 Jun 1994 , 163 min  ,Action,Average,210,"1,17,28,000","4,00,00,000","56,00,000","1,56,00,000","2,63,75,000","2,85,48,000","4,82,66,250","11,75,00,000","12,26,97,500"
Tan Aggan, 9 Apr 1999 , 0 min  ,Drama,Disaster,4,"96,400","20,00,000",None,None,None,None,"15,77,000","15,75,000","15,75,000"
Superstar, 8 Feb 2008 , 129 min  ,Drama,Disaster,375,"4,62,000","9,00,00,000","46,00,000","1,39,00,000","1,93,00,000","1,93,21,000","2,68,27,000","3,19,00,000","3,19,00,000"
Ramgadh Ki Ramkali, 4 May 2001 , 116 min  ,Drama,Disaster,2,"1,25,500","25,00,000",None,None,None,None,"22,49,000","22,50,000","22,50,000"
Direct Ishq, 19 Feb 2016 , 123 min  ,Love Story,Disaster,325,"58,300",None,None,None,"37,25,000",None,"53,26,750","56,00,000","56,00,000"
Ek Tha Tiger, 15 Aug 2012 , 133 min  ,Action,Blockbuster,3200,"2,47,39,000","92,00,00,000","30,61,00,000","56,11,00,000","1,28,02,00,000","95,22,90,000","2,04,90,60,000","2,51,15,00,000","3,08,31,50,000"
Firangi, 1 Dec 2017 , 158 min  ,Drama,Disaster,1550,"9,36,000","40,00,00,000","1,79,00,000","6,02,00,000","9,01,00,000","10,60,81,000","15,40,28,000","11,96,00,000","11,96,00,000"
All Is Well, 21 Aug 2015 , 127 min  ,Drama,Disaster,1650,"12,72,000","34,00,00,000","2,32,00,000","8,74,00,000","12,10,00,000","15,16,32,000","21,25,20,000","17,29,00,000","23,03,20,000"
Garam Reth, 5 Aug 2016 , 112 min  ,Drama,Disaster,3,"3,900",None,None,None,None,None,"2,25,000","2,25,000","2,25,000"
Thore - Keep Distance, 26 Jul 2013 , 132 min  ,Action,Disaster,10,"5,600","25,00,000","50,000","1,50,000","2,00,000","1,50,000","2,00,000","2,25,000","2,25,000"
Bandaa, 13 May 2011 , 0 min  ,Drama,Disaster,1,"2,050","35,00,000",None,None,"50,000",None,"70,000","70,000","70,000"
Har Raat Naya Saudagar, 13 May 2005 , 89 min  ,Drama,Disaster,1,"37,800","15,00,000",None,None,None,None,"9,49,000","9,50,000","9,50,000"
Tunnu Ki Tina, 26 Jan 1996 , 124 min  ,Drama,Disaster,1,"2,075","15,00,000",None,None,None,None,"37,500","37,500","37,500"
Salaakhen, 24 Apr 1998 , 166 min  ,Action,Flop,240,"86,85,000","9,00,00,000","89,00,000","2,50,00,000","4,39,00,000","4,44,50,000","7,77,47,000","16,16,00,000","16,58,00,000"
Police Force - An Inside Story, 28 May 2004 , 139 min  ,Action,Disaster,70,"5,73,000","5,50,00,000","19,00,000","53,00,000","80,50,000","80,03,000","1,21,55,500","1,80,00,000","1,80,00,000"
Babloo Happy Hai, 7 Feb 2014 , 119 min  ,Love Story,Disaster,275,"30,500","4,50,00,000",None,None,"21,75,000",None,"28,71,000","30,00,000","30,00,000"
Jaani Dushman - Ek Anokhi Kahani, 15 Aug 2002 , 169 min  ,Action,Flop,350,"65,85,000","18,00,00,000","1,35,00,000","4,02,00,000","6,47,00,000","7,00,44,000","11,24,14,000","17,89,00,000","18,56,90,000"
Beauty Parlour, 7 Jun 2002 , 108 min  ,Drama,Disaster,1,"46,600","15,00,000",None,None,None,None,"9,02,000","9,00,000","9,00,000"
Manorama Six Feet Under, 21 Sep 2007 , 138 min  ,Mystery,Disaster,75,"68,400","3,25,00,000","7,50,000","25,00,000","36,00,000","34,50,000","49,68,000","58,00,000","58,00,000"
Straight, 20 Mar 2009 , 110 min  ,Comedy,Disaster,125,"1,48,500","4,25,00,000","17,00,000","60,00,000","85,75,000","82,20,000","1,17,47,750","1,48,00,000","1,48,00,000"
